,type,year,quarter,application,order_type,adopter,adopted_child_sex,adopted_child_age,count
388,Application,2015,1,Non-adoption,Change_surname,n/a,n/a,n/a,7
389,Application,2015,2,Non-adoption,Change_surname,n/a,n/a,n/a,7
390,Application,2015,3,Non-adoption,Change_surname,n/a,n/a,n/a,9
391,Application,2015,4,Non-adoption,Change_surname,n/a,n/a,n/a,11
392,Application,2016,1,Non-adoption,Change_surname,n/a,n/a,n/a,7
393,Application,2016,2,Non-adoption,Change_surname,n/a,n/a,n/a,12
394,Application,2016,3,Non-adoption,Change_surname,n/a,n/a,n/a,9
395,Application,2016,4,Non-adoption,Change_surname,n/a,n/a,n/a,8
396,Application,2017,1,Non-adoption,Change_surname,n/a,n/a,n/a,10
397,Application,2017,2,Non-adoption,Change_surname,n/a,n/a,n/a,10
398,Application,2017,3,Non-adoption,Change_surname,n/a,n/a,n/a,9
399,Application,2017,4,Non-adoption,Change_surname,n/a,n/a,n/a,13
400,Application,2018,1,Non-adoption,Change_surname,n/a,n/a,n/a,20
401,Application,2018,2,Non-adoption,Change_surname,n/a,n/a,n/a,3
402,Application,2018,3,Non-adoption,Change_surname,n/a,n/a,n/a,1
403,Application,2019,1,Non-adoption,Change_surname,n/a,n/a,n/a,4
404,Application,2019,2,Non-adoption,Change_surname,n/a,n/a,n/a,10
405,Application,2019,3,Non-adoption,Change_surname,n/a,n/a,n/a,7
406,Application,2019,4,Non-adoption,Change_surname,n/a,n/a,n/a,6
407,Application,2020,1,Non-adoption,Change_surname,n/a,n/a,n/a,17
408,Application,2020,2,Non-adoption,Change_surname,n/a,n/a,n/a,2
409,Application,2020,3,Non-adoption,Change_surname,n/a,n/a,n/a,13
410,Application,2020,4,Non-adoption,Change_surname,n/a,n/a,n/a,11
411,Application,2021,1,Non-adoption,Change_surname,n/a,n/a,n/a,9
412,Application,2021,2,Non-adoption,Change_surname,n/a,n/a,n/a,4
413,Application,2011,1,Non-adoption,Contact_s26,n/a,n/a,n/a,7
414,Application,2011,2,Non-adoption,Contact_s26,n/a,n/a,n/a,15
415,Application,2011,3,Non-adoption,Contact_s26,n/a,n/a,n/a,6
416,Application,2011,4,Non-adoption,Contact_s26,n/a,n/a,n/a,5
417,Application,2012,1,Non-adoption,Contact_s26,n/a,n/a,n/a,2
418,Application,2012,2,Non-adoption,Contact_s26,n/a,n/a,n/a,5
419,Application,2012,3,Non-adoption,Contact_s26,n/a,n/a,n/a,10
420,Application,2012,4,Non-adoption,Contact_s26,n/a,n/a,n/a,4
421,Application,2013,1,Non-adoption,Contact_s26,n/a,n/a,n/a,15
422,Application,2013,2,Non-adoption,Contact_s26,n/a,n/a,n/a,9
423,Application,2013,3,Non-adoption,Contact_s26,n/a,n/a,n/a,7
424,Application,2013,4,Non-adoption,Contact_s26,n/a,n/a,n/a,9
425,Application,2014,1,Non-adoption,Contact_s26,n/a,n/a,n/a,9
426,Application,2014,2,Non-adoption,Contact_s26,n/a,n/a,n/a,3
427,Application,2014,3,Non-adoption,Contact_s26,n/a,n/a,n/a,6
428,Application,2014,4,Non-adoption,Contact_s26,n/a,n/a,n/a,5
429,Application,2015,1,Non-adoption,Contact_s26,n/a,n/a,n/a,8
430,Application,2015,2,Non-adoption,Contact_s26,n/a,n/a,n/a,14
431,Application,2015,3,Non-adoption,Contact_s26,n/a,n/a,n/a,14
432,Application,2015,4,Non-adoption,Contact_s26,n/a,n/a,n/a,11
433,Application,2016,1,Non-adoption,Contact_s26,n/a,n/a,n/a,7
434,Application,2016,2,Non-adoption,Contact_s26,n/a,n/a,n/a,26
435,Application,2016,3,Non-adoption,Contact_s26,n/a,n/a,n/a,5
436,Application,2016,4,Non-adoption,Contact_s26,n/a,n/a,n/a,8
437,Application,2017,1,Non-adoption,Contact_s26,n/a,n/a,n/a,11
438,Application,2017,2,Non-adoption,Contact_s26,n/a,n/a,n/a,8
439,Application,2017,3,Non-adoption,Contact_s26,n/a,n/a,n/a,2
440,Application,2017,4,Non-adoption,Contact_s26,n/a,n/a,n/a,1
441,Application,2018,1,Non-adoption,Contact_s26,n/a,n/a,n/a,3
442,Application,2018,2,Non-adoption,Contact_s26,n/a,n/a,n/a,4
443,Application,2018,3,Non-adoption,Contact_s26,n/a,n/a,n/a,5
444,Application,2018,4,Non-adoption,Contact_s26,n/a,n/a,n/a,6
445,Application,2019,1,Non-adoption,Contact_s26,n/a,n/a,n/a,4
446,Application,2019,2,Non-adoption,Contact_s26,n/a,n/a,n/a,2
447,Application,2019,3,Non-adoption,Contact_s26,n/a,n/a,n/a,16
448,Application,2019,4,Non-adoption,Contact_s26,n/a,n/a,n/a,13
449,Application,2020,1,Non-adoption,Contact_s26,n/a,n/a,n/a,7
450,Application,2020,2,Non-adoption,Contact_s26,n/a,n/a,n/a,6
451,Application,2020,3,Non-adoption,Contact_s26,n/a,n/a,n/a,3
452,Application,2020,4,Non-adoption,Contact_s26,n/a,n/a,n/a,7
453,Application,2021,1,Non-adoption,Contact_s26,n/a,n/a,n/a,7
454,Application,2021,2,Non-adoption,Contact_s26,n/a,n/a,n/a,3
455,Application,2011,1,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,1
456,Application,2011,2,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,1
457,Application,2011,3,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,1
458,Application,2011,4,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,1
459,Application,2012,1,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,2
460,Application,2012,2,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,4
461,Application,2012,3,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,2
462,Application,2012,4,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,2
463,Application,2013,1,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,4
464,Application,2013,2,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,2
465,Application,2013,3,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,1
466,Application,2014,2,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,3
467,Application,2015,1,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,5
468,Application,2015,2,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,1
469,Application,2015,3,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,1
470,Application,2016,2,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,1
471,Application,2016,4,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,3
472,Application,2017,1,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,1
473,Application,2018,3,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,1
474,Application,2018,4,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,2
475,Application,2019,1,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,2
476,Application,2020,1,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,1
477,Application,2021,2,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,2
478,Application,2011,1,Non-adoption,Other_order_type,n/a,n/a,n/a,9
479,Application,2011,2,Non-adoption,Other_order_type,n/a,n/a,n/a,4
480,Application,2011,3,Non-adoption,Other_order_type,n/a,n/a,n/a,5
481,Application,2011,4,Non-adoption,Other_order_type,n/a,n/a,n/a,9
482,Application,2012,1,Non-adoption,Other_order_type,n/a,n/a,n/a,3
483,Application,2012,2,Non-adoption,Other_order_type,n/a,n/a,n/a,12
484,Application,2012,3,Non-adoption,Other_order_type,n/a,n/a,n/a,7
485,Application,2012,4,Non-adoption,Other_order_type,n/a,n/a,n/a,5
486,Application,2013,1,Non-adoption,Other_order_type,n/a,n/a,n/a,5
487,Application,2013,2,Non-adoption,Other_order_type,n/a,n/a,n/a,3
488,Application,2013,3,Non-adoption,Other_order_type,n/a,n/a,n/a,8
489,Application,2013,4,Non-adoption,Other_order_type,n/a,n/a,n/a,7
490,Application,2014,1,Non-adoption,Other_order_type,n/a,n/a,n/a,13
491,Application,2014,2,Non-adoption,Other_order_type,n/a,n/a,n/a,18
492,Application,2014,3,Non-adoption,Other_order_type,n/a,n/a,n/a,18
493,Application,2014,4,Non-adoption,Other_order_type,n/a,n/a,n/a,34
494,Application,2015,1,Non-adoption,Other_order_type,n/a,n/a,n/a,13
495,Application,2015,2,Non-adoption,Other_order_type,n/a,n/a,n/a,17
496,Application,2015,3,Non-adoption,Other_order_type,n/a,n/a,n/a,27
497,Application,2015,4,Non-adoption,Other_order_type,n/a,n/a,n/a,13
498,Application,2016,1,Non-adoption,Other_order_type,n/a,n/a,n/a,18
499,Application,2016,2,Non-adoption,Other_order_type,n/a,n/a,n/a,13
500,Application,2016,3,Non-adoption,Other_order_type,n/a,n/a,n/a,14
501,Application,2016,4,Non-adoption,Other_order_type,n/a,n/a,n/a,14
502,Application,2017,1,Non-adoption,Other_order_type,n/a,n/a,n/a,13
503,Application,2017,2,Non-adoption,Other_order_type,n/a,n/a,n/a,15
504,Application,2017,3,Non-adoption,Other_order_type,n/a,n/a,n/a,9
505,Application,2017,4,Non-adoption,Other_order_type,n/a,n/a,n/a,38
506,Application,2018,1,Non-adoption,Other_order_type,n/a,n/a,n/a,21
507,Application,2018,2,Non-adoption,Other_order_type,n/a,n/a,n/a,21
508,Application,2018,3,Non-adoption,Other_order_type,n/a,n/a,n/a,6
509,Application,2018,4,Non-adoption,Other_order_type,n/a,n/a,n/a,12
510,Application,2019,1,Non-adoption,Other_order_type,n/a,n/a,n/a,23
511,Application,2019,2,Non-adoption,Other_order_type,n/a,n/a,n/a,20
512,Application,2019,3,Non-adoption,Other_order_type,n/a,n/a,n/a,17
513,Application,2019,4,Non-adoption,Other_order_type,n/a,n/a,n/a,21
514,Application,2020,1,Non-adoption,Other_order_type,n/a,n/a,n/a,11
515,Application,2020,2,Non-adoption,Other_order_type,n/a,n/a,n/a,14
516,Application,2020,3,Non-adoption,Other_order_type,n/a,n/a,n/a,12
517,Application,2020,4,Non-adoption,Other_order_type,n/a,n/a,n/a,7
518,Application,2021,1,Non-adoption,Other_order_type,n/a,n/a,n/a,13
519,Application,2011,1,Non-adoption,Placement,n/a,n/a,n/a,1496
520,Application,2011,2,Non-adoption,Placement,n/a,n/a,n/a,1353
521,Application,2011,3,Non-adoption,Placement,n/a,n/a,n/a,1509
522,Application,2011,4,Non-adoption,Placement,n/a,n/a,n/a,1466
523,Application,2012,1,Non-adoption,Placement,n/a,n/a,n/a,1731
524,Application,2012,2,Non-adoption,Placement,n/a,n/a,n/a,1712
525,Application,2012,3,Non-adoption,Placement,n/a,n/a,n/a,1838
526,Application,2012,4,Non-adoption,Placement,n/a,n/a,n/a,1804
527,Application,2013,1,Non-adoption,Placement,n/a,n/a,n/a,1716
528,Application,2013,2,Non-adoption,Placement,n/a,n/a,n/a,1892
529,Application,2013,3,Non-adoption,Placement,n/a,n/a,n/a,2080
530,Application,2013,4,Non-adoption,Placement,n/a,n/a,n/a,1494
531,Application,2014,1,Non-adoption,Placement,n/a,n/a,n/a,1296
532,Application,2014,2,Non-adoption,Placement,n/a,n/a,n/a,1203
533,Application,2014,3,Non-adoption,Placement,n/a,n/a,n/a,1229
534,Application,2014,4,Non-adoption,Placement,n/a,n/a,n/a,1216
535,Application,2015,1,Non-adoption,Placement,n/a,n/a,n/a,1281
536,Application,2015,2,Non-adoption,Placement,n/a,n/a,n/a,1167
537,Application,2015,3,Non-adoption,Placement,n/a,n/a,n/a,1375
538,Application,2015,4,Non-adoption,Placement,n/a,n/a,n/a,1378
539,Application,2016,1,Non-adoption,Placement,n/a,n/a,n/a,1314
540,Application,2016,2,Non-adoption,Placement,n/a,n/a,n/a,1391
541,Application,2016,3,Non-adoption,Placement,n/a,n/a,n/a,1305
542,Application,2016,4,Non-adoption,Placement,n/a,n/a,n/a,1373
543,Application,2017,1,Non-adoption,Placement,n/a,n/a,n/a,1501
544,Application,2017,2,Non-adoption,Placement,n/a,n/a,n/a,1451
545,Application,2017,3,Non-adoption,Placement,n/a,n/a,n/a,1316
546,Application,2017,4,Non-adoption,Placement,n/a,n/a,n/a,1369
547,Application,2018,1,Non-adoption,Placement,n/a,n/a,n/a,1363
548,Application,2018,2,Non-adoption,Placement,n/a,n/a,n/a,1293
549,Application,2018,3,Non-adoption,Placement,n/a,n/a,n/a,1302
550,Application,2018,4,Non-adoption,Placement,n/a,n/a,n/a,1314
551,Application,2019,1,Non-adoption,Placement,n/a,n/a,n/a,1230
552,Application,2019,2,Non-adoption,Placement,n/a,n/a,n/a,1127
553,Application,2019,3,Non-adoption,Placement,n/a,n/a,n/a,1110
554,Application,2019,4,Non-adoption,Placement,n/a,n/a,n/a,1050
555,Application,2020,1,Non-adoption,Placement,n/a,n/a,n/a,1122
556,Application,2020,2,Non-adoption,Placement,n/a,n/a,n/a,981
557,Application,2020,3,Non-adoption,Placement,n/a,n/a,n/a,931
558,Application,2020,4,Non-adoption,Placement,n/a,n/a,n/a,1098
559,Application,2021,1,Non-adoption,Placement,n/a,n/a,n/a,1076
560,Application,2021,2,Non-adoption,Placement,n/a,n/a,n/a,1009
561,Application,2011,1,Non-adoption,Placement_revoke_or_vary,n/a,n/a,n/a,72
562,Application,2011,2,Non-adoption,Placement_revoke_or_vary,n/a,n/a,n/a,79
563,Application,2011,3,Non-adoption,Placement_revoke_or_vary,n/a,n/a,n/a,74
564,Application,2011,4,Non-adoption,Placement_revoke_or_vary,n/a,n/a,n/a,99
565,Application,2012,1,Non-adoption,Placement_revoke_or_vary,n/a,n/a,n/a,116
566,Application,2012,2,Non-adoption,Placement_revoke_or_vary,n/a,n/a,n/a,94
567,Application,2012,3,Non-adoption,Placement_revoke_or_vary,n/a,n/a,n/a,166
568,Application,2012,4,Non-adoption,Placement_revoke_or_vary,n/a,n/a,n/a,146
569,Application,2013,1,Non-adoption,Placement_revoke_or_vary,n/a,n/a,n/a,231
570,Application,2013,2,Non-adoption,Placement_revoke_or_vary,n/a,n/a,n/a,259
571,Application,2013,3,Non-adoption,Placement_revoke_or_vary,n/a,n/a,n/a,272
572,Application,2013,4,Non-adoption,Placement_revoke_or_vary,n/a,n/a,n/a,242
573,Application,2014,1,Non-adoption,Placement_revoke_or_vary,n/a,n/a,n/a,314
574,Application,2014,2,Non-adoption,Placement_revoke_or_vary,n/a,n/a,n/a,335
575,Application,2014,3,Non-adoption,Placement_revoke_or_vary,n/a,n/a,n/a,283
576,Application,2014,4,Non-adoption,Placement_revoke_or_vary,n/a,n/a,n/a,287
577,Application,2015,1,Non-adoption,Placement_revoke_or_vary,n/a,n/a,n/a,342
578,Application,2015,2,Non-adoption,Placement_revoke_or_vary,n/a,n/a,n/a,309
579,Application,2015,3,Non-adoption,Placement_revoke_or_vary,n/a,n/a,n/a,301
580,Application,2015,4,Non-adoption,Placement_revoke_or_vary,n/a,n/a,n/a,290
581,Application,2016,1,Non-adoption,Placement_revoke_or_vary,n/a,n/a,n/a,276
582,Application,2016,2,Non-adoption,Placement_revoke_or_vary,n/a,n/a,n/a,243
583,Application,2016,3,Non-adoption,Placement_revoke_or_vary,n/a,n/a,n/a,173
584,Application,2016,4,Non-adoption,Placement_revoke_or_vary,n/a,n/a,n/a,154
585,Application,2017,1,Non-adoption,Placement_revoke_or_vary,n/a,n/a,n/a,174
586,Application,2017,2,Non-adoption,Placement_revoke_or_vary,n/a,n/a,n/a,159
587,Application,2017,3,Non-adoption,Placement_revoke_or_vary,n/a,n/a,n/a,142
588,Application,2017,4,Non-adoption,Placement_revoke_or_vary,n/a,n/a,n/a,139
589,Application,2018,1,Non-adoption,Placement_revoke_or_vary,n/a,n/a,n/a,154
590,Application,2018,2,Non-adoption,Placement_revoke_or_vary,n/a,n/a,n/a,172
591,Application,2018,3,Non-adoption,Placement_revoke_or_vary,n/a,n/a,n/a,171
592,Application,2018,4,Non-adoption,Placement_revoke_or_vary,n/a,n/a,n/a,165
593,Application,2019,1,Non-adoption,Placement_revoke_or_vary,n/a,n/a,n/a,203
594,Application,2019,2,Non-adoption,Placement_revoke_or_vary,n/a,n/a,n/a,223
595,Application,2019,3,Non-adoption,Placement_revoke_or_vary,n/a,n/a,n/a,212
596,Application,2019,4,Non-adoption,Placement_revoke_or_vary,n/a,n/a,n/a,184
597,Application,2020,1,Non-adoption,Placement_revoke_or_vary,n/a,n/a,n/a,178
598,Application,2020,2,Non-adoption,Placement_revoke_or_vary,n/a,n/a,n/a,196
599,Application,2020,3,Non-adoption,Placement_revoke_or_vary,n/a,n/a,n/a,225
600,Application,2020,4,Non-adoption,Placement_revoke_or_vary,n/a,n/a,n/a,217
601,Application,2021,1,Non-adoption,Placement_revoke_or_vary,n/a,n/a,n/a,181
602,Application,2021,2,Non-adoption,Placement_revoke_or_vary,n/a,n/a,n/a,174
603,Application,2011,1,Non-adoption,Remove_child_from_UK,n/a,n/a,n/a,1
604,Application,2011,2,Non-adoption,Remove_child_from_UK,n/a,n/a,n/a,2
605,Application,2011,3,Non-adoption,Remove_child_from_UK,n/a,n/a,n/a,2
606,Application,2011,4,Non-adoption,Remove_child_from_UK,n/a,n/a,n/a,2
607,Application,2012,1,Non-adoption,Remove_child_from_UK,n/a,n/a,n/a,2
608,Application,2012,3,Non-adoption,Remove_child_from_UK,n/a,n/a,n/a,3
609,Application,2012,4,Non-adoption,Remove_child_from_UK,n/a,n/a,n/a,5
610,Application,2013,1,Non-adoption,Remove_child_from_UK,n/a,n/a,n/a,5
611,Application,2013,2,Non-adoption,Remove_child_from_UK,n/a,n/a,n/a,4
612,Application,2013,3,Non-adoption,Remove_child_from_UK,n/a,n/a,n/a,3
613,Application,2013,4,Non-adoption,Remove_child_from_UK,n/a,n/a,n/a,1
614,Application,2014,1,Non-adoption,Remove_child_from_UK,n/a,n/a,n/a,2
615,Application,2014,2,Non-adoption,Remove_child_from_UK,n/a,n/a,n/a,4
616,Application,2014,3,Non-adoption,Remove_child_from_UK,n/a,n/a,n/a,6
617,Application,2014,4,Non-adoption,Remove_child_from_UK,n/a,n/a,n/a,1
618,Application,2015,1,Non-adoption,Remove_child_from_UK,n/a,n/a,n/a,2
619,Application,2015,2,Non-adoption,Remove_child_from_UK,n/a,n/a,n/a,4
620,Application,2015,3,Non-adoption,Remove_child_from_UK,n/a,n/a,n/a,2
621,Application,2015,4,Non-adoption,Remove_child_from_UK,n/a,n/a,n/a,3
622,Application,2016,1,Non-adoption,Remove_child_from_UK,n/a,n/a,n/a,2
623,Application,2016,2,Non-adoption,Remove_child_from_UK,n/a,n/a,n/a,5
624,Application,2016,3,Non-adoption,Remove_child_from_UK,n/a,n/a,n/a,1
625,Application,2016,4,Non-adoption,Remove_child_from_UK,n/a,n/a,n/a,1
626,Application,2017,1,Non-adoption,Remove_child_from_UK,n/a,n/a,n/a,1
627,Application,2017,2,Non-adoption,Remove_child_from_UK,n/a,n/a,n/a,2
628,Application,2017,3,Non-adoption,Remove_child_from_UK,n/a,n/a,n/a,2
629,Application,2018,1,Non-adoption,Remove_child_from_UK,n/a,n/a,n/a,1
630,Application,2018,2,Non-adoption,Remove_child_from_UK,n/a,n/a,n/a,2
631,Application,2019,1,Non-adoption,Remove_child_from_UK,n/a,n/a,n/a,1
632,Application,2019,2,Non-adoption,Remove_child_from_UK,n/a,n/a,n/a,1
633,Application,2019,3,Non-adoption,Remove_child_from_UK,n/a,n/a,n/a,1
634,Application,2019,4,Non-adoption,Remove_child_from_UK,n/a,n/a,n/a,2
635,Application,2020,2,Non-adoption,Remove_child_from_UK,n/a,n/a,n/a,1
636,Application,2020,4,Non-adoption,Remove_child_from_UK,n/a,n/a,n/a,1
637,Application,2021,1,Non-adoption,Remove_child_from_UK,n/a,n/a,n/a,1
638,Application,2021,2,Non-adoption,Remove_child_from_UK,n/a,n/a,n/a,1
639,Cases closed,2011,1,n/a,n/a,n/a,n/a,n/a,2351
640,Cases closed,2011,2,n/a,n/a,n/a,n/a,n/a,2465
641,Cases closed,2011,3,n/a,n/a,n/a,n/a,n/a,2563
642,Cases closed,2011,4,n/a,n/a,n/a,n/a,n/a,2751
643,Cases closed,2012,1,n/a,n/a,n/a,n/a,n/a,2789
644,Cases closed,2012,2,n/a,n/a,n/a,n/a,n/a,2861
645,Cases closed,2012,3,n/a,n/a,n/a,n/a,n/a,3213
646,Cases closed,2012,4,n/a,n/a,n/a,n/a,n/a,3349
647,Cases closed,2013,1,n/a,n/a,n/a,n/a,n/a,3049
648,Cases closed,2013,2,n/a,n/a,n/a,n/a,n/a,3538
649,Cases closed,2013,3,n/a,n/a,n/a,n/a,n/a,3596
650,Cases closed,2013,4,n/a,n/a,n/a,n/a,n/a,3194
651,Cases closed,2014,1,n/a,n/a,n/a,n/a,n/a,3124
652,Cases closed,2014,2,n/a,n/a,n/a,n/a,n/a,3020
653,Cases closed,2014,3,n/a,n/a,n/a,n/a,n/a,3245
654,Cases closed,2014,4,n/a,n/a,n/a,n/a,n/a,3044
655,Cases closed,2015,1,n/a,n/a,n/a,n/a,n/a,3061
656,Cases closed,2015,2,n/a,n/a,n/a,n/a,n/a,3058
657,Cases closed,2015,3,n/a,n/a,n/a,n/a,n/a,2974
658,Cases closed,2015,4,n/a,n/a,n/a,n/a,n/a,3004
659,Cases closed,2016,1,n/a,n/a,n/a,n/a,n/a,3055
660,Cases closed,2016,2,n/a,n/a,n/a,n/a,n/a,2960
661,Cases closed,2016,3,n/a,n/a,n/a,n/a,n/a,2907
662,Cases closed,2016,4,n/a,n/a,n/a,n/a,n/a,2698
663,Cases closed,2017,1,n/a,n/a,n/a,n/a,n/a,2998
664,Cases closed,2017,2,n/a,n/a,n/a,n/a,n/a,2764
665,Cases closed,2017,3,n/a,n/a,n/a,n/a,n/a,2648
666,Cases closed,2017,4,n/a,n/a,n/a,n/a,n/a,2592
667,Cases closed,2018,1,n/a,n/a,n/a,n/a,n/a,2570
668,Cases closed,2018,2,n/a,n/a,n/a,n/a,n/a,2621
669,Cases closed,2018,3,n/a,n/a,n/a,n/a,n/a,2411
670,Cases closed,2018,4,n/a,n/a,n/a,n/a,n/a,2574
671,Cases closed,2019,1,n/a,n/a,n/a,n/a,n/a,2499
672,Cases closed,2019,2,n/a,n/a,n/a,n/a,n/a,2485
673,Cases closed,2019,3,n/a,n/a,n/a,n/a,n/a,2430
674,Cases closed,2019,4,n/a,n/a,n/a,n/a,n/a,2399
675,Cases closed,2020,1,n/a,n/a,n/a,n/a,n/a,2111
676,Cases closed,2020,2,n/a,n/a,n/a,n/a,n/a,1305
677,Cases closed,2020,3,n/a,n/a,n/a,n/a,n/a,2169
678,Cases closed,2020,4,n/a,n/a,n/a,n/a,n/a,2288
679,Cases closed,2021,1,n/a,n/a,n/a,n/a,n/a,2407
